Student,Semester,Math,Physics,Chemistry,Biology,English
Jennifer Price,Semester 8,,75.0,31.0,,
Jennifer Price,Semester 7,,,43.0,48.0,
Jennifer Price,Semester 1,82.0,95.0,85.0,56.0,
Scott Brown,Semester 7,,,,,63.0
Scott Brown,Semester 8,,52.0,,56.0,76.0
Scott Brown,Semester 4,,39.0,,55.0,
Scott Brown,Semester 6,,31.0,,77.0,
Scott Thomas,Semester 4,,,85.0,,
Scott Thomas,Semester 2,,56.0,,,
Scott Thomas,Semester 7,,,,,
Scott Thomas,Semester 3,,79.0,,,
Scott Thomas,Semester 5,80.0,57.0,49.0,72.0,69.0
Scott Thomas,Semester 8,58.0,,,,
Randy Welch,Semester 8,,47.0,96.0,,
Randy Welch,Semester 1,,,90.0,39.0,
Randy Welch,Semester 3,,,,,
Randy Welch,Semester 5,,53.0,,,60.0
Randy Welch,Semester 4,35.0,,31.0,,97.0
Justin Spears,Semester 6,,,,,
Justin Spears,Semester 1,,,,94.0,73.0
Justin Spears,Semester 8,33.0,,,,33.0
Justin Spears,Semester 2,84.0,,,,
Justin Spears,Semester 7,82.0,34.0,37.0,93.0,82.0
Justin Spears,Semester 3,,91.0,93.0,82.0,95.0
Justin Spears,Semester 4,,,,96.0,
Justin Spears,Semester 5,,,,32.0,42.0
Paula Lopez PhD,Semester 2,,,,,
Paula Lopez PhD,Semester 8,75.0,53.0,,53.0,
Paula Lopez PhD,Semester 1,52.0,,93.0,,
Paula Lopez PhD,Semester 7,50.0,,,78.0,
Paula Lopez PhD,Semester 4,30.0,,,,45.0
Mark Hawkins,Semester 6,33.0,,,,81.0
Patrick Wong,Semester 4,31.0,,47.0,,
Patrick Wong,Semester 6,,,40.0,,30.0
Keith Lopez,Semester 1,82.0,,43.0,,
Heather Ramirez,Semester 6,,30.0,55.0,,63.0
Heather Ramirez,Semester 3,45.0,,87.0,,
Clarence Barnes,Semester 8,,71.0,,72.0,78.0
Clarence Barnes,Semester 5,,,92.0,,35.0
Clarence Barnes,Semester 2,,30.0,,,
Clarence Barnes,Semester 3,,31.0,99.0,,
Clarence Barnes,Semester 1,79.0,59.0,,76.0,
Amanda Moore,Semester 8,,41.0,,,
Amanda Moore,Semester 3,,,,,
Stephanie Howell,Semester 3,56.0,79.0,86.0,76.0,73.0
Miguel Daniels,Semester 3,,,92.0,,62.0
Miguel Daniels,Semester 7,74.0,40.0,67.0,,
Miguel Daniels,Semester 5,,,,,
Miguel Daniels,Semester 1,66.0,100.0,,,77.0
Miguel Daniels,Semester 8,67.0,97.0,70.0,46.0,
Kyle Davis,Semester 5,69.0,46.0,42.0,80.0,64.0
Kyle Davis,Semester 8,,30.0,,,84.0
Kyle Davis,Semester 7,51.0,34.0,,,47.0
Kyle Davis,Semester 6,,,,,93.0
Kyle Davis,Semester 3,,32.0,,70.0,
Kyle Davis,Semester 1,90.0,90.0,57.0,,
Kyle Davis,Semester 2,,68.0,43.0,63.0,
Kyle Davis,Semester 4,64.0,69.0,76.0,75.0,71.0
Jeffery Gray,Semester 1,49.0,,57.0,44.0,
Jeffery Gray,Semester 8,,82.0,33.0,,35.0
Jeffery Gray,Semester 6,62.0,32.0,44.0,78.0,
Jeffery Gray,Semester 7,92.0,,55.0,38.0,38.0
Jeffery Gray,Semester 2,81.0,42.0,54.0,,
Jeffery Gray,Semester 3,,,66.0,,
Jeffery Gray,Semester 5,78.0,,35.0,92.0,
Alexander Campbell,Semester 4,,92.0,34.0,52.0,
Alexander Campbell,Semester 7,57.0,,,,97.0
Alexander Campbell,Semester 8,,,,49.0,50.0
Alexander Campbell,Semester 6,,41.0,,,
Alexander Campbell,Semester 2,,,,,46.0
Alexander Campbell,Semester 3,62.0,96.0,,60.0,
Alexander Campbell,Semester 5,,74.0,70.0,82.0,98.0
Alexander Campbell,Semester 1,39.0,83.0,74.0,48.0,81.0
Robert Lee,Semester 8,68.0,,,,30.0
Robert Lee,Semester 2,63.0,,,,
Robert Lee,Semester 1,52.0,,,,
Robert Lee,Semester 3,,,94.0,,77.0
Barbara Lee,Semester 7,84.0,,33.0,49.0,96.0
Barbara Lee,Semester 3,,,,46.0,
Barbara Lee,Semester 2,80.0,31.0,,51.0,
Barbara Lee,Semester 4,70.0,,,,
Barbara Lee,Semester 6,56.0,73.0,,,
Barbara Lee,Semester 5,,,57.0,,54.0
Barbara Lee,Semester 1,,30.0,100.0,,
Rachel Jackson,Semester 1,,,59.0,44.0,92.0
Rachel Jackson,Semester 7,,37.0,,,
Rachel Jackson,Semester 4,48.0,61.0,89.0,,
Rachel Jackson,Semester 6,,75.0,,78.0,
Rachel Jackson,Semester 3,,44.0,,,
Erin Fowler,Semester 5,64.0,,51.0,,43.0
Erin Fowler,Semester 1,73.0,,97.0,,75.0
Erin Fowler,Semester 8,86.0,39.0,85.0,74.0,
Erin Fowler,Semester 6,48.0,50.0,,55.0,
Erin Fowler,Semester 4,,,,46.0,
Andrea Holden,Semester 5,,84.0,62.0,36.0,
Andrea Holden,Semester 8,78.0,,89.0,,37.0
Andrea Holden,Semester 2,,,,53.0,72.0
Andrea Holden,Semester 1,37.0,,39.0,,
Andrea Holden,Semester 4,,,,,40.0
Andrea Holden,Semester 7,44.0,,90.0,42.0,95.0
Marc Gordon,Semester 3,,,,,
Marc Gordon,Semester 5,,,99.0,,
Marc Gordon,Semester 6,33.0,44.0,,39.0,
Marc Gordon,Semester 8,,84.0,,,50.0
Marc Gordon,Semester 7,71.0,,50.0,,57.0
Amanda Simpson PhD,Semester 2,,,,,91.0
Amanda Simpson PhD,Semester 3,85.0,,,56.0,71.0
Amanda Simpson PhD,Semester 8,,55.0,77.0,97.0,38.0
Crystal Hernandez,Semester 2,94.0,,,30.0,96.0
Crystal Hernandez,Semester 5,,,,,96.0
Crystal Hernandez,Semester 8,,,,82.0,37.0
Crystal Hernandez,Semester 3,36.0,,,91.0,
Crystal Hernandez,Semester 7,,,,84.0,99.0
Crystal Hernandez,Semester 1,81.0,,95.0,,
Crystal Hernandez,Semester 6,65.0,79.0,71.0,,
Crystal Hernandez,Semester 4,,,,60.0,55.0
Robin Whitaker,Semester 2,82.0,99.0,,,85.0
Robin Whitaker,Semester 1,80.0,54.0,60.0,77.0,71.0
Robin Whitaker,Semester 4,52.0,55.0,42.0,80.0,
Robin Whitaker,Semester 8,,,,91.0,85.0
Robin Whitaker,Semester 7,,87.0,62.0,32.0,52.0
Robin Whitaker,Semester 5,68.0,,,,37.0
Robin Whitaker,Semester 3,57.0,49.0,,96.0,
Robin Whitaker,Semester 6,51.0,,,63.0,64.0
Peter Dawson,Semester 8,,100.0,37.0,,
Peter Dawson,Semester 2,31.0,,,,39.0
Peter Dawson,Semester 6,78.0,91.0,64.0,,78.0
Peter Dawson,Semester 3,99.0,,98.0,58.0,40.0
Veronica Ross,Semester 5,,49.0,,,95.0
Veronica Ross,Semester 2,,46.0,64.0,50.0,91.0
Veronica Ross,Semester 3,69.0,95.0,76.0,45.0,44.0
Veronica Ross,Semester 7,,77.0,78.0,90.0,
Veronica Ross,Semester 4,,,,64.0,
Veronica Ross,Semester 8,,,,,
Stacy Gonzalez,Semester 2,66.0,,88.0,,
Stacy Gonzalez,Semester 6,,,31.0,69.0,97.0
Stacy Gonzalez,Semester 5,36.0,32.0,63.0,56.0,80.0
Stacy Gonzalez,Semester 3,66.0,87.0,,,66.0
Stacy Gonzalez,Semester 8,,45.0,51.0,76.0,
Stacy Gonzalez,Semester 4,,,,,
Hannah Allen,Semester 4,,,,,97.0
Hannah Allen,Semester 3,34.0,,,39.0,
Hannah Allen,Semester 2,,,,47.0,34.0
Hannah Allen,Semester 5,,53.0,,85.0,
Carlos Ball,Semester 4,,45.0,64.0,42.0,
Carlos Ball,Semester 6,,,,,
Carlos Ball,Semester 1,100.0,91.0,,81.0,
Carlos Ball,Semester 7,90.0,54.0,,91.0,
Carlos Ball,Semester 8,,,,,75.0
Elizabeth Cobb,Semester 1,,68.0,,,47.0
Elizabeth Cobb,Semester 6,,,91.0,63.0,31.0
Elizabeth Cobb,Semester 5,,70.0,,37.0,80.0
Elizabeth Cobb,Semester 8,72.0,,61.0,73.0,
Elizabeth Cobb,Semester 4,95.0,,91.0,,
Elizabeth Cobb,Semester 3,,58.0,,,92.0
Joshua Baker,Semester 6,45.0,,47.0,30.0,
Joshua Baker,Semester 3,79.0,52.0,,,66.0
Joshua Baker,Semester 7,35.0,93.0,,48.0,
Joshua Baker,Semester 8,93.0,,,45.0,57.0
Joshua Baker,Semester 4,,,,,57.0
Joshua Baker,Semester 1,86.0,83.0,30.0,,
Mary Hebert,Semester 3,36.0,56.0,,,
Mark Lee,Semester 3,53.0,100.0,65.0,43.0,
Mark Lee,Semester 4,59.0,,,,
Mark Lee,Semester 2,,38.0,,65.0,
Mark Lee,Semester 1,57.0,45.0,,,41.0
Katelyn Rivera,Semester 7,,40.0,88.0,67.0,
Katelyn Rivera,Semester 6,,52.0,,,98.0
Katelyn Rivera,Semester 1,83.0,98.0,43.0,87.0,
Katelyn Rivera,Semester 8,,,60.0,49.0,71.0
Katelyn Rivera,Semester 2,,,,,83.0
Katelyn Rivera,Semester 3,60.0,66.0,,,57.0
Mr. David Walker,Semester 2,59.0,36.0,,,
Mr. David Walker,Semester 5,,97.0,,75.0,52.0
Mr. David Walker,Semester 6,,61.0,77.0,89.0,
Sarah Diaz,Semester 3,,,,34.0,59.0
Sarah Diaz,Semester 1,87.0,,,93.0,
Sarah Diaz,Semester 8,,34.0,98.0,65.0,31.0
Sarah Diaz,Semester 4,35.0,63.0,60.0,60.0,
Sarah Diaz,Semester 6,,85.0,56.0,85.0,
Sarah Diaz,Semester 2,96.0,73.0,84.0,,51.0
Sarah Diaz,Semester 7,,45.0,,,
Holly Davidson,Semester 5,62.0,,53.0,,55.0
Holly Davidson,Semester 6,59.0,49.0,,90.0,31.0
Holly Davidson,Semester 1,55.0,,34.0,,55.0
Holly Davidson,Semester 4,44.0,90.0,76.0,82.0,
Holly Davidson,Semester 7,,,,94.0,
Cody Lee,Semester 1,,,54.0,,56.0
Cody Lee,Semester 5,42.0,,,58.0,64.0
Cody Lee,Semester 6,,,,31.0,94.0
Cody Lee,Semester 8,,32.0,,47.0,60.0
Cody Lee,Semester 7,,78.0,98.0,,
Cody Lee,Semester 3,,,,,43.0
Cody Lee,Semester 4,37.0,67.0,,34.0,
Michele Smith,Semester 1,,51.0,30.0,100.0,78.0
Michele Smith,Semester 8,82.0,76.0,,,
Michele Smith,Semester 4,,,99.0,,
Michele Smith,Semester 7,,,49.0,58.0,83.0
Michele Smith,Semester 3,,66.0,,,
Michele Smith,Semester 6,,81.0,86.0,,92.0
Michael Reilly,Semester 4,,40.0,85.0,61.0,
Michael Reilly,Semester 3,57.0,,76.0,,
Michael Reilly,Semester 7,65.0,,,,
Michael Reilly,Semester 8,54.0,91.0,,,
Michael Reilly,Semester 2,,,,,
Nicholas Wilson,Semester 8,94.0,87.0,37.0,42.0,71.0
Nicholas Wilson,Semester 3,81.0,42.0,98.0,63.0,
Nicholas Wilson,Semester 2,,,,,58.0
Nicholas Wilson,Semester 5,46.0,,,59.0,
Nicholas Wilson,Semester 1,69.0,74.0,,47.0,
Lisa Alvarez,Semester 2,64.0,54.0,84.0,,
Lisa Alvarez,Semester 4,49.0,,,80.0,
Robert George,Semester 1,72.0,,,,99.0
Robert George,Semester 2,,71.0,59.0,,82.0
Robert George,Semester 4,41.0,,90.0,,90.0
Robert George,Semester 6,,,,,62.0
Jack Lewis,Semester 8,,,51.0,,
Jack Lewis,Semester 1,77.0,46.0,41.0,47.0,
Jack Lewis,Semester 6,,46.0,,73.0,
Jack Lewis,Semester 5,63.0,,46.0,,
Jack Lewis,Semester 2,70.0,81.0,39.0,,
Carol Rios,Semester 5,74.0,55.0,,59.0,
Carol Rios,Semester 7,,52.0,70.0,44.0,93.0
Carol Rios,Semester 6,,36.0,77.0,42.0,35.0
Carol Rios,Semester 8,40.0,,55.0,65.0,37.0
Kathleen Smith,Semester 3,88.0,,76.0,57.0,
Kathleen Smith,Semester 8,,38.0,,,63.0
Kathleen Smith,Semester 5,,35.0,98.0,67.0,92.0
Kathleen Smith,Semester 7,98.0,87.0,46.0,,
Kathleen Smith,Semester 6,,,69.0,,100.0
Kathleen Smith,Semester 2,,,78.0,,
Aaron Boone,Semester 6,36.0,100.0,83.0,,74.0
Aaron Boone,Semester 5,42.0,,,73.0,81.0
Aaron Boone,Semester 3,,,53.0,37.0,
Aaron Boone,Semester 1,30.0,,87.0,,
Aaron Boone,Semester 2,,,78.0,,35.0
Aaron Boone,Semester 8,72.0,93.0,30.0,,
Aaron Boone,Semester 4,30.0,,,,34.0
Joyce Lucero,Semester 7,59.0,33.0,64.0,51.0,34.0
Joyce Lucero,Semester 6,58.0,64.0,,,
Joyce Lucero,Semester 2,42.0,,,,
Joyce Lucero,Semester 1,,67.0,,,
Joyce Lucero,Semester 4,,,,55.0,62.0
Joyce Lucero,Semester 3,,,100.0,66.0,66.0
Joyce Lucero,Semester 5,,,,89.0,47.0
Mrs. Annette Rogers,Semester 2,75.0,56.0,,61.0,40.0
Mrs. Annette Rogers,Semester 7,77.0,,53.0,,90.0
Mrs. Annette Rogers,Semester 3,32.0,,81.0,,54.0
Mrs. Annette Rogers,Semester 5,93.0,,,36.0,96.0
Mrs. Annette Rogers,Semester 6,,32.0,61.0,,69.0
Robert Jones,Semester 1,57.0,34.0,37.0,,88.0
Robert Jones,Semester 7,,,47.0,,
Robert Jones,Semester 3,,52.0,,,
Robert Jones,Semester 2,82.0,,,92.0,
Dawn Smith,Semester 6,82.0,83.0,58.0,76.0,
Joseph Robinson,Semester 2,,86.0,,,
Joseph Robinson,Semester 3,,,96.0,42.0,73.0
Joseph Robinson,Semester 8,97.0,,67.0,,
Joseph Robinson,Semester 4,91.0,49.0,,,93.0
Joseph Robinson,Semester 7,73.0,36.0,80.0,59.0,57.0
Philip Rocha,Semester 4,98.0,,48.0,64.0,
Philip Rocha,Semester 7,40.0,,85.0,94.0,68.0
Philip Rocha,Semester 1,,,,,
Matthew Butler,Semester 2,79.0,44.0,,36.0,31.0
Matthew Butler,Semester 4,90.0,,,32.0,
Matthew Butler,Semester 8,57.0,76.0,,34.0,64.0
Matthew Butler,Semester 5,40.0,,,,76.0
Matthew Butler,Semester 7,32.0,34.0,84.0,,51.0
Matthew Butler,Semester 1,,82.0,42.0,45.0,79.0
Matthew Butler,Semester 3,,,,,80.0
Matthew Butler,Semester 6,,84.0,,,
Michelle Zimmerman,Semester 8,,40.0,,,
Michelle Zimmerman,Semester 2,,,72.0,,100.0
Michelle Zimmerman,Semester 4,33.0,,,50.0,30.0
Michelle Zimmerman,Semester 5,34.0,,,,
Michelle Zimmerman,Semester 1,83.0,,,,
Bryan Evans,Semester 5,54.0,,,,91.0
Bryan Evans,Semester 6,100.0,34.0,94.0,85.0,67.0
Bryan Evans,Semester 1,,,40.0,,
Kyle Stewart,Semester 3,88.0,,,87.0,50.0
Kyle Stewart,Semester 5,,50.0,,,
Kyle Stewart,Semester 7,,,,72.0,33.0
Kyle Stewart,Semester 6,81.0,,95.0,38.0,64.0
Brian Taylor,Semester 4,34.0,63.0,,,47.0
Brian Taylor,Semester 3,,60.0,,84.0,42.0
Brian Taylor,Semester 1,83.0,,,86.0,63.0
Brian Taylor,Semester 5,,45.0,60.0,,32.0
Brian Taylor,Semester 6,99.0,31.0,,41.0,
Eric Flynn,Semester 6,,,,,30.0
Eric Flynn,Semester 7,,,42.0,66.0,51.0
Kelly Jennings,Semester 3,,,42.0,63.0,48.0
Kelly Jennings,Semester 6,,,,,
Tiffany Barnes,Semester 3,66.0,57.0,91.0,,
Tiffany Barnes,Semester 4,,84.0,,,37.0
Tiffany Barnes,Semester 1,58.0,98.0,69.0,67.0,
Tiffany Barnes,Semester 6,92.0,83.0,,,
Tiffany Barnes,Semester 7,,,,,
Jonathan Hancock,Semester 8,,,94.0,,
Jonathan Hancock,Semester 1,,,,,
Jonathan Hancock,Semester 5,43.0,78.0,,,
Jonathan Hancock,Semester 2,,49.0,57.0,,
Jonathan Hancock,Semester 3,38.0,65.0,53.0,95.0,
Jonathan Hancock,Semester 6,84.0,,,58.0,79.0
Jonathan Hancock,Semester 7,,,,55.0,75.0
Teresa Howard,Semester 4,98.0,,,,
Teresa Howard,Semester 3,,54.0,49.0,,
Teresa Howard,Semester 1,71.0,,,,
Teresa Howard,Semester 2,82.0,,,85.0,36.0
Teresa Howard,Semester 5,92.0,54.0,39.0,,
Teresa Howard,Semester 7,59.0,,,,59.0
Debra Rogers,Semester 7,,53.0,,70.0,64.0
Debra Rogers,Semester 1,,45.0,59.0,,49.0
Debra Rogers,Semester 5,,34.0,,,70.0
Mark Porter,Semester 7,,48.0,43.0,,
Mark Porter,Semester 3,61.0,,,,86.0
Mark Porter,Semester 6,,,92.0,65.0,62.0
Mark Porter,Semester 4,,,83.0,,
Mark Porter,Semester 8,31.0,,,,82.0
Mark Porter,Semester 2,85.0,69.0,,,
Mark Porter,Semester 1,76.0,,,58.0,
Mark Porter,Semester 5,,,,,89.0
Joseph Hoover,Semester 6,,,33.0,,52.0
Joseph Hoover,Semester 2,55.0,68.0,87.0,82.0,
Joseph Hoover,Semester 3,51.0,80.0,62.0,,87.0
Joseph Hoover,Semester 4,,73.0,,68.0,51.0
Joseph Hoover,Semester 1,,,,,88.0
Joseph Hoover,Semester 5,,92.0,40.0,,99.0
Joseph Hoover,Semester 8,,61.0,,,63.0
Nancy Waters,Semester 8,36.0,,49.0,54.0,
Nancy Waters,Semester 6,34.0,,,,97.0
Nancy Waters,Semester 2,93.0,46.0,,,
Nancy Waters,Semester 3,,31.0,,55.0,
Nancy Waters,Semester 5,,,,,
Nancy Waters,Semester 7,,,46.0,88.0,
Nancy Waters,Semester 4,,,,,55.0
Nancy Waters,Semester 1,,86.0,85.0,,
Brandon Davis,Semester 6,59.0,,65.0,,
Brandon Davis,Semester 1,57.0,,,59.0,
Brandon Davis,Semester 8,,81.0,51.0,40.0,39.0
Melissa Martinez,Semester 3,81.0,79.0,67.0,70.0,75.0
Melissa Martinez,Semester 7,52.0,53.0,,,67.0
David West,Semester 7,62.0,,,91.0,98.0
David West,Semester 6,,,79.0,,
David West,Semester 8,,,58.0,67.0,
Nicole Nelson,Semester 5,100.0,94.0,,90.0,55.0
Nicole Nelson,Semester 6,,,,,
Edward Duncan,Semester 7,92.0,,,78.0,70.0
Edward Duncan,Semester 5,,35.0,64.0,,
Edward Duncan,Semester 6,62.0,,,,
Edward Duncan,Semester 4,,,54.0,,46.0
Edward Duncan,Semester 1,,32.0,,87.0,
Edward Duncan,Semester 8,,,50.0,,
Edward Duncan,Semester 3,,,,56.0,
Tracey Frank,Semester 8,,69.0,61.0,53.0,65.0
Tracey Frank,Semester 3,,,86.0,64.0,44.0
Tracey Frank,Semester 4,90.0,73.0,,,
Tracey Frank,Semester 7,56.0,48.0,,,64.0
Tracey Frank,Semester 5,67.0,,47.0,,78.0
Tracey Frank,Semester 6,59.0,,32.0,,43.0
John Brown,Semester 8,,,,,
John Brown,Semester 4,41.0,,59.0,79.0,
John Brown,Semester 3,,,,53.0,64.0
Courtney Nguyen,Semester 3,,,,34.0,
Courtney Nguyen,Semester 2,90.0,37.0,81.0,39.0,
Courtney Nguyen,Semester 1,,,,,95.0
Courtney Nguyen,Semester 7,44.0,71.0,,100.0,
Courtney Nguyen,Semester 6,,48.0,,63.0,
Courtney Nguyen,Semester 8,,91.0,,58.0,
Courtney Nguyen,Semester 5,77.0,42.0,,,
Courtney Nguyen,Semester 4,62.0,,,,58.0
Haley Smith,Semester 8,,,,,
Haley Smith,Semester 1,,58.0,71.0,,64.0
Carolyn Crawford,Semester 8,76.0,41.0,69.0,,
Carolyn Crawford,Semester 1,92.0,,,,84.0
Carolyn Crawford,Semester 3,80.0,,,57.0,
John Rivera,Semester 1,94.0,,69.0,,61.0
John Rivera,Semester 3,33.0,49.0,,85.0,
Bryan Edwards,Semester 5,52.0,45.0,47.0,92.0,87.0
Emily Williams,Semester 3,93.0,81.0,,46.0,40.0
Emily Williams,Semester 6,,35.0,63.0,,91.0
Alicia Johnson,Semester 1,40.0,,73.0,71.0,75.0
Alicia Johnson,Semester 5,,,71.0,75.0,85.0
Alicia Johnson,Semester 3,42.0,,,,
Alicia Johnson,Semester 6,,,38.0,,59.0
Derek Bailey,Semester 8,,,87.0,65.0,
Derek Bailey,Semester 4,83.0,,35.0,,
Derek Bailey,Semester 7,88.0,53.0,,49.0,71.0
Derek Bailey,Semester 6,,100.0,,57.0,
Dana Willis,Semester 4,49.0,,75.0,33.0,86.0
Dana Willis,Semester 3,,,,38.0,
Dana Willis,Semester 8,,,70.0,100.0,40.0
Dana Willis,Semester 6,,79.0,30.0,85.0,71.0
Dana Willis,Semester 5,88.0,48.0,99.0,100.0,68.0
Dana Willis,Semester 1,,,56.0,,
Dana Willis,Semester 7,,,,60.0,
Dana Willis,Semester 2,,,,100.0,96.0
Thomas Petty,Semester 7,38.0,90.0,94.0,,77.0
Thomas Petty,Semester 5,89.0,,,,
Thomas Petty,Semester 6,,,68.0,,39.0
Thomas Petty,Semester 1,,37.0,,80.0,
Tiffany Rodriguez,Semester 4,81.0,,50.0,83.0,
Tiffany Rodriguez,Semester 3,,,35.0,,
Tiffany Rodriguez,Semester 5,31.0,93.0,,,
Tiffany Rodriguez,Semester 7,53.0,,83.0,,
Tiffany Rodriguez,Semester 2,,,32.0,,
Tiffany Rodriguez,Semester 1,58.0,78.0,,42.0,57.0
Tiffany Rodriguez,Semester 8,,51.0,,91.0,34.0
Dr. Samantha Hughes,Semester 4,,,,,
Dr. Samantha Hughes,Semester 2,,97.0,,,94.0
Dr. Samantha Hughes,Semester 5,,,,,53.0
Destiny Mcconnell,Semester 3,,,,54.0,81.0
Destiny Mcconnell,Semester 5,,75.0,,66.0,65.0
Destiny Mcconnell,Semester 7,35.0,,62.0,81.0,55.0
Destiny Mcconnell,Semester 6,74.0,75.0,,,95.0
Victoria Dodson,Semester 2,53.0,,,,91.0
Victoria Dodson,Semester 5,,,,30.0,59.0
Victoria Dodson,Semester 4,,,,,
Victoria Dodson,Semester 3,,,,,36.0
Victoria Dodson,Semester 8,,42.0,,,49.0
Victoria Dodson,Semester 7,33.0,76.0,54.0,97.0,
Victoria Dodson,Semester 1,36.0,,,,31.0
Barry Fuentes,Semester 6,,,,,57.0
Barry Fuentes,Semester 1,44.0,,44.0,83.0,
Ashley Marsh,Semester 2,75.0,89.0,80.0,88.0,
Ashley Marsh,Semester 6,97.0,46.0,,44.0,87.0
Ashley Marsh,Semester 4,,,,,92.0
Ashley Marsh,Semester 7,,,,57.0,45.0
Ashley Marsh,Semester 5,,,37.0,63.0,73.0
Ashley Marsh,Semester 1,,61.0,,76.0,
Rhonda Hudson,Semester 4,81.0,72.0,,56.0,98.0
Rhonda Hudson,Semester 6,60.0,,,,72.0
Rhonda Hudson,Semester 1,,100.0,99.0,,41.0
Rhonda Hudson,Semester 7,,100.0,,33.0,93.0
Rhonda Hudson,Semester 8,52.0,70.0,,81.0,
Spencer Oconnor,Semester 4,,65.0,,,
Spencer Oconnor,Semester 1,,,58.0,,
Spencer Oconnor,Semester 7,,,55.0,,
Spencer Oconnor,Semester 8,,,,98.0,
Spencer Oconnor,Semester 6,,35.0,,51.0,
Spencer Oconnor,Semester 5,46.0,59.0,58.0,,91.0
Spencer Oconnor,Semester 3,49.0,,41.0,,
Melanie Jones,Semester 4,,87.0,49.0,,
George Morse,Semester 6,,,,,
George Morse,Semester 8,,,90.0,,
George Morse,Semester 5,40.0,,,77.0,49.0
George Morse,Semester 1,,,99.0,33.0,35.0
George Morse,Semester 7,,,60.0,92.0,66.0
Robert Johnson,Semester 6,82.0,,96.0,60.0,
Robert Johnson,Semester 5,,86.0,84.0,,48.0
Robert Johnson,Semester 7,,,93.0,43.0,49.0
Robert Johnson,Semester 8,,98.0,,,
Tracy Henry,Semester 1,33.0,,,49.0,65.0
Tracy Henry,Semester 2,66.0,,75.0,,94.0
Tracy Henry,Semester 6,58.0,89.0,,35.0,
Tracy Henry,Semester 8,,,89.0,100.0,45.0
Alexandria Gamble,Semester 1,31.0,,30.0,47.0,
Alexandria Gamble,Semester 5,,,86.0,,
Alexandria Gamble,Semester 6,,63.0,,97.0,36.0
Alexandria Gamble,Semester 3,51.0,,93.0,,62.0
Alexandria Gamble,Semester 7,,,,93.0,56.0
Alexandria Gamble,Semester 8,,48.0,,71.0,47.0
Shawn Woodward,Semester 7,,,33.0,,
Shawn Woodward,Semester 8,75.0,,,,54.0
Shawn Woodward,Semester 3,77.0,91.0,57.0,,66.0
Shawn Woodward,Semester 5,,,90.0,100.0,64.0
Shawn Woodward,Semester 1,70.0,87.0,48.0,,
Shawn Woodward,Semester 6,,,97.0,,
Shawn Woodward,Semester 2,,68.0,34.0,,44.0
Shawn Woodward,Semester 4,41.0,70.0,57.0,,44.0
Lee Bailey,Semester 5,56.0,43.0,98.0,,
Lee Bailey,Semester 7,,,,,71.0
Stacy Gibson,Semester 1,76.0,,,72.0,94.0
Stacy Gibson,Semester 2,,62.0,,,
Stacy Gibson,Semester 5,,98.0,90.0,,82.0
Stacy Gibson,Semester 4,,,41.0,,37.0
Stacy Gibson,Semester 8,,,31.0,,
Stacy Gibson,Semester 3,,85.0,33.0,,54.0
Stacy Gibson,Semester 6,,67.0,36.0,37.0,70.0
Heather Steele,Semester 8,63.0,38.0,,,
Heather Steele,Semester 2,,,61.0,,65.0
Heather Steele,Semester 5,97.0,33.0,,,
Heather Steele,Semester 1,75.0,,,45.0,
Heather Steele,Semester 7,53.0,76.0,83.0,,61.0
Heather Steele,Semester 3,,76.0,32.0,,
Heather Steele,Semester 4,75.0,,,,69.0
Heather Steele,Semester 6,50.0,,,37.0,40.0
Donald Newman,Semester 5,90.0,91.0,,,
Donald Newman,Semester 8,53.0,49.0,43.0,93.0,92.0
Donald Newman,Semester 7,,,,,55.0
Donald Newman,Semester 6,54.0,54.0,58.0,97.0,94.0
Donald Newman,Semester 3,55.0,34.0,,86.0,68.0
Donald Newman,Semester 4,,,76.0,,35.0
Robert Hebert,Semester 4,94.0,83.0,,,65.0
Robert Hebert,Semester 7,81.0,76.0,63.0,90.0,95.0
Kimberly Brown,Semester 5,,,,77.0,47.0
Kimberly Brown,Semester 8,56.0,,96.0,49.0,
Kimberly Brown,Semester 3,57.0,,,61.0,54.0
Kimberly Brown,Semester 7,,,,74.0,
Kimberly Brown,Semester 6,100.0,88.0,53.0,,97.0
Rodney Pearson,Semester 2,,,,97.0,85.0
Rodney Pearson,Semester 1,93.0,60.0,97.0,81.0,49.0
Jacob Gonzales,Semester 1,,,,,
Jacob Gonzales,Semester 3,,,,49.0,40.0
Jacob Gonzales,Semester 5,47.0,41.0,100.0,,
Stephanie Brown,Semester 3,70.0,,89.0,,
John Myers,Semester 2,46.0,82.0,72.0,,68.0
John Myers,Semester 6,42.0,37.0,76.0,,66.0
John Myers,Semester 1,77.0,57.0,,,
John Myers,Semester 8,92.0,96.0,58.0,55.0,63.0
John Myers,Semester 3,,,84.0,,
John Myers,Semester 5,,,52.0,93.0,89.0
Yolanda Hess,Semester 5,46.0,,55.0,,97.0
Wendy Nunez,Semester 4,35.0,71.0,93.0,31.0,
Wendy Nunez,Semester 5,63.0,60.0,,40.0,
Tamara Mann,Semester 6,,41.0,88.0,77.0,
Travis Li,Semester 5,93.0,,33.0,74.0,
Travis Li,Semester 3,,89.0,47.0,87.0,
Travis Li,Semester 4,50.0,67.0,76.0,66.0,
Travis Li,Semester 2,82.0,,,70.0,
Travis Li,Semester 8,90.0,56.0,83.0,,
Travis Li,Semester 6,,,,53.0,
April Gross,Semester 4,32.0,,,,88.0
